ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
2547,بشراكم يا أهل الامارات الحمد لله أنهينا تطعيم أكثر من 90% من السكان بالجرعة الاولي من اللقاح المضاد لفيروس كورونا و مستمرين فى طريقنا للقضاء علي هذه الجائحة تماماً 😍🙌,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-09-14 09:01:24+00:00,14/09/2021
2549,#عمان_تواجه_كورونا معادلة صعبة للغاية التزام المواطن والمقيم يتبعه برنامج تطعيم طموح وواضح والأهم من هذا نرفع اكف الضراعة لله ونرجو رحمته بأن يرفع عنا هذا الوباء ويرحمنا برحمته الواسعة اللهم اكشف عنا الضر وانت ارحم الراحمين اللهم اكشف عنا الضر وانت ارحم الراحمين ,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Negative,0.5294,2021-04-24 19:04:31+00:00,24/04/2021
2550,MENTION MENTION التطعيمات السابقه مدروسه ومجربة  لكن تطعيم في يوم الليله يطلع لج لا والله مايصير مو حقل تجارب الناس ولا هم ضامنين نجاحه ولا انه يصد كورونا شنو الفايدة اخذتي ماخذتي نفس الشي راح تصابين فيه وتنقلينه بعدحالج حال اللي موماخذ,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.6509,Negative,0.6509,2021-06-17 18:21:43+00:00,17/06/2021
2552,أشكر منظومة الاتصالات ممثلة في المركز الوطني للتصديق الرقمي دعم القطاع الخاص وتمكين التحول نحو #اقتصاد_رقمي.  البنك السعودي الفرنسي وبعد التوقيع مع شركة بعد المعتمدة لدى  أصبح أول بنك يقدم خدمة #التوقيع_الرقمي للمستفيدين URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-01-07 09:44:51+00:00,07/01/2020
2553,التحول التقني لا يأتي من القناعات القديمة بل من الجيل الجديد من القادة. متفائل جدا بحدوث تغير واضخ في وضع تقنية المعلومات  في عمان تحت قيادة   يجب أن نملك تقنياتنا ونستطيع أن نصدرها للعالم. لا يوجد مستحيل في هذا العالم. URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7546,2019-11-15 15:11:21+00:00,15/11/2019
2554,MENTION والله يا أم خليفة لنا الحق رفض #تطعيم_كورونا لأنه هذه أجسادنا وليست أجسادهم!! مشكلة تسرب #كورونا ليس لنا دخل فيها... يحلوها من عندهم  انا #ضد_التطعيم_الاجباري,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6128,2021-05-26 18:43:18+00:00,26/05/2021
2555,   التحول الإلكتروني يحتاجله شبكة إتصالات قوية جدا وضمير لا يعرف الكلل و الملل   بعض المعاملات بسبب الشبكة وبسبب تعطل الأنظمة تحتاج أكثر من ٣ أشهر بينما لو راجعنا  الجهة المختصة لا يأخذ أكثر من خمس دقائق,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Negative,0.5822,2021-03-07 17:58:44+00:00,07/03/2021
2556, MENTION كل دول العالم اخذته وليش تاخذون التطعيمات اللي من ينولد الطفل وله جدول للتطعيمات وتمشون عليه واللي مصنع هالتطعيمات دول اجنبيه ليش بس تطعيم كورونا هوا اللي يخوف وغيره لا ؟؟مجرد بلبله لااكثر خذه وتوكل على الله مو صايبك شي 👍🏻,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-06-14 10:29:26+00:00,14/06/2021
2558,#لا_للتطعيم_الاجباري140  الهدف وراء الدراسة الحضورية هي إقناع الاهالي والطلاب والطالبات بان حضورهم للمدرسة جعل من متحور كورونا أشد شراسة من اجل ان يأخذوا الجرعة الثالثة انتم واهاليكم هذي بتكون الكذبة التالية لوزارة التعليم وبيكون شرط استكمال الدراسة تطعيم الاهالي هذا الهدف الاصلي,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.6259,2021-09-28 05:14:32+00:00,28/09/2021
2559,كلام نهائي........... تطعيم فيروس كورونا زي عدمه ولكنه طرق لأبواب مسبب الأسباب. ,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2021-04-22 11:10:48+00:00,22/04/2021
2560,#لا_للتطعيم_الاجباري  ##لا_لتطعيم_الأطفال   #الجرعة_التنشيطية  لا والف لا URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6509,2021-11-12 03:30:55+00:00,12/11/2021
2561,#لا_للتطعيم_الاجباري180 #لا_للجرعة_التنشيطيه #الجرعة_التنشيطية 👈🏻جرعة الموت #لا_لتطعيم_الاطفال #أطفالنا_خط_أحمر URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.7015,2021-11-16 23:17:49+00:00,16/11/2021
2562,MENTION #لن_امتثل #العبث_بالارواح #الجرعة_التنشيطية 👈🏻جرعة الموت  #كفاية✋🏻,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2021-11-18 21:01:23+00:00,18/11/2021
2563,#لا_للتطعيم_الاجباري #لا_للتطعيم_الاجباري194 #لا_لتطعيم_الاطفال #لا_لجواز_التلقيح #أطفالنا_خط_أحمر #الجرعة_التنشيطية 👈🏻جرعة الموت URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6509,2021-11-23 04:04:52+00:00,23/11/2021
2564,#لا_للتطعيم_الاجباري #لا_للجرعه_الثالثه #الجرعة_التنشيطية  جرعة الموت #كفاية URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.6311,2021-11-24 05:49:05+00:00,24/11/2021
2565, مش تبي الكتروني . اهو الكتروني . نقله من تعبئة نماذج من ورقة وقلم الي كبيوررد وشاشة . هذه تعريف التحول الالكتروني 😅,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2022-01-08 16:11:44+00:00,08/01/2022
2566,من ايجابيات #الحظر انه اجبر اغلب القطاعات على التحول الرقمي.. الامر الذي كنا ننتظره طويلا! قطاع التجزئه retail  بعض خدمات القطاع الصحي كالاستشارات الطبيه  التعليم الالكتروني  حتى الوزارات أُجبرت على تسيير الاعمال الكترونيا  اتوقع مستوى معيشي و خدمي مختلف بعد #كورونا_في_الكويت,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-03-31 12:02:34+00:00,31/03/2020
2567,سرنا أن نعلن عن فوز الشركة الوطنية للتأمين على الحياة والعام بجائزة كومكس ٢٠٢١ للتميز التقني عن فئة الإعلام الاجتماعي.  ساعون في ركب التحول الرقمي على جميع الأصعدة لجعل العملية التأمينية أكثر سرعة وسهولة.  #التحولالرقمي #رقمي #تقنية #تمييز #كومكس #وسائطاجتماعية #NLG #عمان URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-06-18 15:32:06+00:00,18/06/2021
2568,شايفين اللي قاعدين نوصله بالتقنيه ؟  والتطور التقني السريع عبر التحول الرقمي للجهات الحكومية وتعزيز ريادتنا العالمية تقنياً #ليب22 URL,Digital Transformation,Favor,0.7543,,F_Explicit,,No,1.0,Positive,1.0,2022-02-03 13:17:39+00:00,03/02/2022
2570,هناك أنشطة كاملة ستتأثر عبر هذا التحول التقني..  كمحلات القرطاسية  واللوازم المدرسية والتي ستحل البرامج بدلا عنها..   ومحلات التصوير والتي سيكون QRCode وملفات ال PDF وغيرهم كلمتها..  وستكون نهايتهما شبيهة بنهاية محلات تحميض الفيديو قبل عقدين من الزمن URL,Digital Transformation,Against,0.4079,A_Explicit,,,No,1.0,Negative,1.0,2020-09-27 11:43:33+00:00,27/09/2020
2573, على قد ما بفرح للسعودين بالخدمات والتطور في التحول الالكتروني على قد ما بزعل على وضع مصر اللي هو انا جدتت رخصة السواقة الاسبوع اللي فات من ابلكيشن ابشر في اقل من ٢٠ ثانية ووصلتني النهاردة في البريد والموضوع كان في مصر تجربة لزيارة جهنم والتعامل ,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-06-14 13:56:43+00:00,14/06/2020
2574,خدمات هيئة الكهرباء والماء كانت متميزة لغاية ما صار التحول الإلكتروني  وبدأ الانحدار,Digital Transformation,Against,0.4015,A_Explicit,,,No,1.0,Negative,0.421,2021-09-17 06:55:28+00:00,17/09/2021
2575,نسأل الله أن يبارك في هذه الخطوة التنموية الهامة وأن ينفع بها وطننا الغالي وأبناءه الذين هم عِماد نهضته وازدهاره .   فمن المتوقع أن يسهم هذا التحول في زيادة الطاقة الاستيعابية  وزيادة تخصصات تقنية وفنيَّة جديدة لمواكبة الطلب المتزايد على برامج التدريب التقني.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-05-30 17:44:02+00:00,30/05/2021
2576,لو كان رئيس مجلس الوزراء جاد في تطبيق مفهموم الحكومة الالكترونية حقا  لشكل فريق عمل لتقييم و تطوير ومتابعة وتذليل كافة الصعوبات على ارض الواقع لأجل التحول الالكتروني وتسهيل عمل #تطبيق_سهل  ولكن يبقى الواقع على ماهو عليه ومكانك سر!!,Digital Transformation,Against,0.7516,A_Explicit,,,No,1.0,Negative,1.0,2021-10-09 15:29:11+00:00,09/10/2021
2577,#لا_للتطعيم_الاجباري55 احذروو تطعيم الاطفال خطر اللقاح اكبر من خطر كورونا عليهم الحالة تحت أخذت الخطوة الي عنايه المركزة  سبب تطعيهم ليس حمايه لهم بل اعتقاد غير مؤكد أن اللقاح يوقف العدوى  أيضا لن نصل لنسبة ٧٠٪ بدون تلقيح الاطفال ١١ سنه واقل حاليا وصلنا ٥٠٪ تقريبا من الشعب URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6128,2021-07-06 13:43:34+00:00,06/07/2021
2578,  يعطيكم العافية على التحول الإلكتروني لكن حيصيرلي شهر وأنا أحاول أخلص الأمور,Digital Transformation,Favor,0.7605,,F_Explicit,,No,1.0,Neutral,0.6044,2021-02-01 08:13:51+00:00,01/02/2021
2579,#التحول_الرقمي  #الحكومة_الذكية  أحد الجهات التي تدعي التحول الرقمي رفعت لهم ايميل طلب دعم فني لوجود خلل في نموذجهم الالكتروني... كان ردهم برسالة فيها(١٨ طلب )و٦ مستندات  مطلوبة مني ينقصها ملف أخضر علاقي... رغم أني جميع هذه البيانات والمستندات بقاعدة بياناتهم محفوظة.. كيف الحال..,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2020-07-14 08:56:13+00:00,14/07/2020
2580,مجلس الوزراء يعتمد تشريعات تنظم التحول الإلكتروني لـ «الكاتب العدل» URL,Digital Transformation,None,0.4057,,,Not clear,No,0.7795,Neutral,0.5748,2020-11-10 02:00:31+00:00,10/11/2020
2581,   أنا عندي خبره .. بس ويش المطلوب بالتحديد؟! فكل القضية هو التحول الإلكتروني للتعاملات الحكومية مستقبلا وهذا فيه نقلة كبيرة منها سهولة الحفظ وسرعة الإنجاز ودقة الإجراءات وصعوبة التلاعب والسيطرة على الفساد فمستقبلا لن يكون ه,Digital Transformation,Favor,0.6024,,F_Explicit,,No,1.0,Positive,1.0,2020-12-01 19:37:03+00:00,01/12/2020
2582,     عبيد الحكومة بيقولون وااااو تحول رقمي يعز الحكوووومه بس هذا التحول الرقمي الي مزعجينا فيه,Digital Transformation,Against,0.7424,A_Explicit,,,No,1.0,Negative,0.6254,2021-11-22 12:56:20+00:00,22/11/2021
2583,#لا_للتطعيم_الاجباري70  بريطانيا تحجم عن تطعيم اليافعين ضد كورونا URL,Covid Vaccine,Against,0.7438,A_Explicit,,,No,1.0,Neutral,0.6981,2021-07-22 02:55:27+00:00,22/07/2021
2584,#لا_للتطعيم_الاجباري٢٢ تطعيم ما شفت منه اي فايدة كل الي حولي تطعموا رجع جاهم كورونا ...تجبرونا ع شي تجريبي وشفنا نتايجه ع ارض الواقع ما ادى لشيء ع اي اساس نجبر؟,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.7001,2021-06-03 16:09:00+00:00,03/06/2021
2588, التحول الالكتروني بالكامل في التعاملات قد يكون كارثة يوماً ما,Digital Transformation,Against,0.4132,A_Explicit,,,No,1.0,Negative,0.4155,2020-02-05 08:09:04+00:00,05/02/2020
2589,#التطعيم ضد فيروس #كورونا هو السبيل بعد لطف الله للخروج من الجائحة..  نجحت #جبل_طارق في تطعيم 95% من السكان البالغ عددهم 32 ألف نسمة وتم رفع أغلب الإجراءات الاحترازية والعودة للحياة الطبيعية تقريباً وتتطلع الدولة لاستقبال السياح في الصيف.  #نعم_للتطعيم ✅  URL,Covid Vaccine,Favor,0.7282,,F_Explicit,,No,1.0,Positive,0.6192,2021-04-29 20:15:13+00:00,29/04/2021
2590,  لا نزال ولله الحمد   بالسعودية تحديداً متقدمين ع جميع الدول العربية   خصوصاً في مجال التحول الالكتروني بل سبقنا دول الغرب فيها ..   وايضاً متقدمين في حقوق الإنسان وما حصل في ازمة كورونا خير شاهد .. 🤚,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-06-06 11:29:21+00:00,06/06/2020
2591,التحول التقني في #السعودية واستخدام التطبيقات في الخدمات رائع ومميز   ومستوى تعامل المواطنين والمقيمين معه خلال أزمة #كورونا ارتفع بشكل ملحوظ   مما يحفز لتحول كبير في استراتيجيات منشآت القطاع الخاص لتقديم الخدمات عبر التقنية بشكل أوسع بعد زوال الأزمة الصحية العالمية.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-03-30 18:16:06+00:00,30/03/2020
2592,#التقنية أصبحت ضرورة ملحة بسبب #كورونا فالكثير من التعاملات الورقية تم الاستغناء عنها بسرعة و أغلب الاعمال أصبحت تدار عبر #العمل_عن_بعد والتعليم أيضا كل هذا تم بعد توفيق الله ثم بما تتمتع به مؤسساتنا الحكومية والخاصة من بنية تحتية خولتها ان تسابق #التحول_التقني في سنة التحول ٢٠٢٠,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.576,2020-04-06 20:48:49+00:00,06/04/2020
2594,في عالم يتقدم بسرعة نحو التحول الرقمي بالكامل   تعد رسائل البريد الإلكتروني جزءًا لا يمكن الاستغناء عنه في حياتنا العملية. يتم إرسال جميع رسائلنا الأساسية وإيجازات المهام والبيانات الرسمية والإعلانات وما إلى ذلك عبر البريد الإلكتروني.  #Android #Gmail  URL URL,Digital Transformation,Favor,0.5885,,F_Explicit,,No,1.0,Negative,0.4172,2021-03-23 17:27:41+00:00,23/03/2021
2595, 🤔طيب انتهينا من كورونا وطلع لنا هالمتحورات وقالو لنا التطعيمات ماتمنع الاصابة بالمتحور وش الفايدة ممكن تخبروني! بيطعموكم ثالثة وعاشره على كل متحور تطعيم وعادي!,Covid Vaccine,Against,0.7472,A_Implicit,,,No,0.6192,Negative,0.6827,2021-07-06 18:30:08+00:00,06/07/2021
2596,MENTION يحمي من شنو بالضبط! وناخذ تطعيم واحنا سليمين ليه! وعساها واقفة على وحدة او ثنتين او كورونا بس! طيب دام حنا واصلين للمتحورات والتطعيمة الثالثة ياليت تريحونا من سالفة الحماية لان ماراح تفيد واحنا عارفين وانتو عارفين انها مش واقفة على تطعيمتين! وشكراً,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.7196,2021-08-04 17:10:39+00:00,04/08/2021
2597,التحول الإلكتروني في الخدمات الصحية يساهم بشكل كبير في تعزيز صحة الفرد وتسهيل العملية العلاجية  وهالشيء كان أثره واضح في التعامل مع جائحة كورونا في المملكة العربية السعودية URL,Digital Transformation,Favor,0.5924,,F_Explicit,,No,1.0,Positive,1.0,2021-05-05 14:24:53+00:00,05/05/2021
2599,  التحول الالكتروني الشامل هو الحل  حاسب الموظف في عدم إنجازه للمعاملات ولو ينجزها من البيت وليس في نظام الحضور والانصراف,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7721,2021-11-10 11:16:17+00:00,10/11/2021
2600,   انا فقدت اخوي بسبب علاج كورونا  واقول انها خدعه  لا لبسنا كمام ولا اخذنا تطعيم,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Negative,0.6418,2021-12-02 19:04:24+00:00,02/12/2021
2602,قد تلومهم وتعذرهم في نفس الوقت   القطاع التقني في تسارع رهيب ومتغير ما إن تعتاد على تقنية جاءت الأخرى تنسخها   المخيف في الأمر أن بعض الأميين يكونوا أصحاب قرار ويقفوا صخرة أمام التحول التقني وتغير العمليات التقليدية URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2019-04-02 17:47:59+00:00,02/04/2019
2605,MENTION ترى أزعجتنا مسوي نفسك فاهم  وبس ماعندك مؤامرة ومؤامرة مو كل من رفض التطعيم  يعني مؤمن بالمؤامرة احنا ناس خايفين من الآثار الجانبية  كورونا مايستحق هذا التهويل الاعلامي  والحين مقبلين على تطعيم الأطفال حدث العاقل بما يعقل! وراح يصير تطعيم سنوي ليش؟ اعترفوا انها انفلونزا!,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.6259,Negative,0.6509,2021-09-13 01:29:47+00:00,13/09/2021
2606,MENTION MENTION روح طعم عيالك وشوف شيصير فيهم عشان شنو؟ عشان انفلونزا! عشان شنو؟ عشان نسبة شفاء ٩٩.٦ ٪ عشان شنو؟ عشان جرعة ورى جرعة ورى جرعة وماراح تخلص! عفوًا أخوي متى تستوعب حجم كذبة كورونا؟ الوفيات من كورونا كلها تحصل بالمستشفيات! شنو يسوون لهم؟ العلم عند الله! تأكد لا تطعيم ولا غيره يحميك,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.7524,Negative,0.6368,2021-11-02 06:49:50+00:00,02/11/2021
2608, هل نحن بحاجة الى ٢٢٩ الف موظف في القطاع الحكومي؟! رواتب هذا العدد الهائل تستنزف من خيرات البلد ومنذ ٢٠١٥ حملنا الاجيال القادمة الكثير من الديون لاجل تغطية هذه الرواتب. اتوقع من خلال التحول الالكتروني بالامكان تقليص العدد بنسبة ٧٠٪ على الاقل.,Digital Transformation,Favor,0.7511,,F_Explicit,,No,1.0,Neutral,0.4178,2021-02-21 06:48:54+00:00,21/02/2021
2610,التحول الرقمي السريع والسباق في السعودية يخلينا نتوقع انعدام الصرافات خلال 8 سنوات وهذا ماتسعى له أغلب دول العالم تحول رقمي سريع ومثالي URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2022-02-10 16:22:11+00:00,10/02/2022
2612,الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر  الجانب  التقني لخدمة التكتيك برونو لم يسيطر على الكرة ⚽️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمة✅📝 URL,Digital Transformation,None,0.7463,,,Not clear,No,1.0,Positive,0.6254,2022-01-09 09:18:19+00:00,09/01/2022
2613, شو الاثار الجانبيه  يالله فيدنا كل  خذووو حمى مثلا عادي ردت  فعل الجسم كبار خذو مو لازم له اثار  جسم عم جسم يختلف كاي لقاح خذتو عيل وانتو صغار تطعيم لو كنا بهل عقليات  للبوم العالم تموت من شلل اطفال والحصبه,Covid Vaccine,Favor,1.0,,F_Explicit,,Yes,0.5405,Neutral,0.5405,2021-04-23 20:07:33+00:00,23/04/2021
2617,وأخيرًا خذت الجرعة التنشيطية .. الحمدلله 🙏🏼 URL,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-08-25 07:56:45+00:00,25/08/2021
2618,  لإنه يتحور ويرجع لك بنسخة جديدة القديمة خلاص تمنع جسمك منها  لقاح انفلونزا يتغير كل سنة لإن الفيروس نفسه يتغير.. عشان كذا لازم تطعيم سنوي,Covid Vaccine,Favor,1.0,,,,No,1.0,Neutral,1.0,2021-04-20 21:59:06+00:00,20/04/2021
2621,#التطعيم_هو_الحل  امريكا بعد تطعيم ٨٠ مليون شخص تطعيم تام نسبة اللي جالهم كورونا منهم حوالي ٥٠٠٠ واحد  نسبة اللي احتاجوا مستشفيات منهم اقل من ٤٠٠ مريض   نسبة الوفيات من الكورونا فيهم  =  (كنسبة) صفر  سامع يا اللي بتقول للناس متاخدش تطعيم,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.6981,2021-05-02 20:16:00+00:00,02/05/2021
2626,انا لو يخيروني اخذ التطعيم عشان اسافر ولا اتم قاعد بديرتي ... بتم بديرتي ولا اخذه ... و اذا الديرة شرطت علي اخذه فرض ... بطلع لجوء ✌️... #الكويت #تطعيم_كورونا #كورونا,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.708,2020-12-10 19:19:24+00:00,10/12/2020
2627,الحمد لله قبل امس خذيت ٣ تطعيم حق كورونا مع ابرة الشتا!! تعبت ليلة وحده والحين حيل احسن ولله الحمد🙏🏼💕,Covid Vaccine,Favor,1.0,,F_Implicit,,No,1.0,Positive,1.0,2021-10-18 09:21:05+00:00,18/10/2021
2628,#لا_للتطعيم_الاجباري51 #أطفالنا_خط_أحمر #اطفالنا_ليست_فئران_تجارب الوعي راح يوقف هالمهزلة اطفال مااثرت فيهم كورونا فجاءة طلع متحور خاص لهم وتزامن ظهور هالمتحور مع قرار تطعيم الاطفال؟ URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.6566,Neutral,0.6566,2021-07-02 11:50:50+00:00,02/07/2021
2629,#لا_للتطعيم_الاجباري74 تطعيم الأطفال ضد فيروس كورونا المستجد هو خطر وليس له فائدة   وهو غير أخلاقي وغير ضروري. بصفتي أب   أريد أن أحمي أطفالي وبصفتي طبيب أريد أن أحمي جميع الأطفال. URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6094,2021-07-25 05:41:06+00:00,25/07/2021
2630,#لا_للتطعيم_الاجباري75 أعادت أيسلندا جميع قيود كورونا بما في ذلك الكمامات   مع ارتفاع الإصابات بين المتلقحين .   يتم تطعيم 90٪ من الأشخاص فوق سن 16 عامًا.   لذا فإن جوازات سفر اللقاح ستكون بلا معنى على الإطلاق. URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.6006,2021-07-26 19:53:19+00:00,26/07/2021
2631,MENTION MENTION MENTION انا مااخذت تطعيم وانا صغيرة ولا اخذت تطعيم الانفلونزا لا صغيرة ولا كبيرة ولا اخذت ولا بااخذ بااذن الله لقاح كورونا,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.693,2021-10-07 16:24:55+00:00,07/10/2021
2632,MENTION جبل طارق ١٠٠٪ تطعيم والنتيجة انتشار كورونا واغلاق وحظر   ياوزارة الكذب والتدليس URL,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Negative,1.0,2021-11-21 04:34:00+00:00,21/11/2021
2633,بيان الجمعية الأمريكية لطب الإنجاب بأمان تطعيم كورونا في السيدات الحوامل والسيدات اللاتي يخططن للحمل. ,Covid Vaccine,Favor,0.7489,,F_Explicit,,No,1.0,Neutral,0.7232,2021-04-21 17:03:48+00:00,21/04/2021
2634, الكثير الكثيرمن العالم في مشارق الارض ومغاربها لايريدون تطعيم كورونا نرفضه والله المنجي من مصائبهم قرأت رابط يقول انه سيظهر فيروس اخر اكثرفتقاً فتق الله في من يصنع الفيروسات وينشرها ليكسب المليارات في ادويةوهمية وتطعيم,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6509,2020-12-01 21:47:54+00:00,01/12/2020
2635,#لا_للتطعيم_الاجباري52  اعيد و اكرر  حملني تكاليف علاجي  اذا اصابتني #كورونا  ولا تجبرني على تطعيم  لا اثق فيه .   MENTION,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.693,2021-07-03 21:03:53+00:00,03/07/2021
2636,تحول رقمي.  يا رجل التحول الرقمي هو اللي بيحل المشاكل؟ اذا معاملاتنا الإلكترونية أصلاً أصلاً ما تمشي لأنه ويكند. إذا تطبيق هويتي اللي أهو التطبيق اللي شقيتونا فيه مو معترف فيه بجهات حكومية.  والله يتكلمون بطريقة وموظفينهم يسوون عكسهم. بس كلام للصحف  بيع حچي,Digital Transformation,Against,0.5974,A_Explicit,,,No,1.0,Negative,0.7345,2021-09-02 09:04:23+00:00,02/09/2021
2639,من ضوء التحول الرقمي .. أصبحت اغلب الخدمات الحكومية التي كانت في الماضي تتطلب وقتا وجهدا كبير .. الان من السهل القيام بها والاستفاده منها في اي وقت ومكان   👇🏻دليل لابرز التطبيقات الحكومية   #التحول_الرقمي_المستقبل_التقني URL,Digital Transformation,Favor,0.6176,,F_Explicit,,No,1.0,Neutral,0.7548,2019-05-15 16:45:34+00:00,15/05/2019
2640, يجب وضع رسوم اكثر على التعاملات الورقيه لإجبار الناس على التحول الالكتروني,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.7345,2021-09-02 10:13:26+00:00,02/09/2021
2644, حالات كثيرة وحذفوا بعد التهديد!!  أخوي انا في مستشفى ومركز تطعيم بنفس الوقت اعرف شخصياً من خلال العمل والعائلة اكثر من ٢٠٠ شخص أخذوا اللقاح ولا صار فيهم شي ومنهم كبار سن! غير الأشخاص اللي بشكل يومي تأخذ لقاح قدامي وماشفت أي حالة ولا سمعت بمضاعفات ,Covid Vaccine,Favor,1.0,,,,No,1.0,Neutral,0.5588,2021-03-26 17:06:21+00:00,26/03/2021
2645, تقليص الفروع اي تقليص الموظفين التحول الالكتروني وبال على طالبين الوظائف,Digital Transformation,Against,0.4079,A_Explicit,,,No,1.0,Negative,0.7546,2020-06-18 11:15:53+00:00,18/06/2020
2647,"""اتخذت المملكة العربية السعودية قفزات نوعية لتسريع #التحول_الرقمي وتبني أنظمة الاتصالات وتقنية المعلومات وتفعيل استخداماتها للوصول إلى مجتمع معلوماتي واقتصاد رقمي  إلى جانب تحقيق معدلات عليا من الرفاهية للمواطن والمقيم وتسهيل أمور حياتهم المعيشية."" URL",Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-12-26 16:00:00+00:00,26/12/2020
2651,عدد الوفيات في أمريكا انخفض جدا رغم أنها كانت من البلاد المنكوبة بوباء #كورونا  في أول مرحلة بسبب انهم عملو اضخم حملة تطعيم في العالم لدرجة إنهم كانو بيدو اللقاح للمواطنين في الشوارع والمواصلات.. بالمناسبة أمريكا عددها يفرق ٤٠٠ مليون,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.5261,2021-04-19 16:40:22+00:00,19/04/2021
2653,MENTION انا مع قرار حكومتنا دام صرحت بهالشي احنا معها وسمعاُ وطاعه ✋✋كل الدول يتسابقون على تطعيم أكبر عدد من سكانهم واحنا مازال عندنا عقليات ضد التطعيم وتثير الشك والخوف  اذا انتي جربتي كورونا انتي تعتبرين محصنه  لكن غيرك ماجرب اذا إنتي تعافيتي فغيرك ممكن يموت.. خلاص ضمنتي حالك اهم شي؟,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6509,2021-05-19 09:21:14+00:00,19/05/2021
2657, الأراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس.  نأمل عدم تلفها مع التحول التقني.,Digital Transformation,Against,0.5999,A_Explicit,,,No,1.0,Negative,0.598,2020-11-14 15:16:33+00:00,14/11/2020
2658, كم نسبتهم من الذين أخذوا التطعيم في العالم الذي تجاوزوا ٨ مليار تطعيم؟؟؟ لا تربطون اي اعراض او وفاة باللقاح مباشرة فمن مات بسببه فهو من النسب الطبيعية لأعراض اي لقاح او دواء… الذين يموتون من ادوية الضغط والكلى اكثر من لقاح كورونا,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.7118,2021-12-12 14:45:48+00:00,12/12/2021
